ExperimentID,Tier,Pattern,HotAccessCount,ColdAccessInterval,NUMALocalAccess,NUMARemoteAccess,DRAMAccess,PMEMAccess,MinLatency,P50Latency,P99Latency,MaxLatency,MeanLatency,MigrationMinLatency,MigrationP50Latency,MigrationP99Latency,MigrationMaxLatency,MigrationMeanLatency,LocalToRemote,RemoteToLocal,PMEMToRemote,RemoteToPMEM,LocalToPMEM,PMEMToLocal,DRAMToPMEM,PMEMToDRAM,Throughput
182,2,"uniform,uniform,skewed",1,10,,,168925,131075,24,36.7808,3899.11,13445,122.871,17523,25656.8,39620.7,3003873,26810.4,,,,,,,25576,24218,218682
183,2,"uniform,uniform,skewed",1,10,,,167807,132193,24,36.9795,3595.65,34842,108.421,17792,25000.9,37286.2,3671611,26216.2,,,,,,,24188,21174,245550
184,2,"uniform,uniform,skewed",1,10,,,165647,134353,24,36.6973,4192.46,37212,106.819,17395,25492.8,42126.6,1674785,26601.9,,,,,,,25627,24270,220686
185,2,"uniform,uniform,skewed",1,10,,,165805,134195,24,36.9722,6078.22,47522,144.516,19489,25669.9,43000.8,2028091,26751.7,,,,,,,25591,24185,218190
186,2,"uniform,uniform,skewed",1,100,,,294214,5786,24,34.7247,861.154,17700,56.8107,17765,24157.9,38171.1,231103,25628.3,,,,,,,5675,4772,1.05344e+06
187,2,"uniform,uniform,skewed",1,100,,,295111,4889,24,33.8855,829.611,9569,48.1227,18046,23761.8,40478.3,138904,25847.3,,,,,,,4387,4041,1.29155e+06
188,2,"uniform,uniform,skewed",1,100,,,294543,5457,24,35.0078,1074.69,10883,52.1517,17951,24336.7,37069.9,225004,26036.8,,,,,,,5157,4750,1.09652e+06
189,2,"uniform,uniform,skewed",1,100,,,294233,5767,24,32.7158,1023.03,29850,56.815,19070,23929.4,34123.3,173876,24307.7,,,,,,,5143,4775,1.16221e+06
190,2,"uniform,uniform,skewed",1,100,,,294797,5203,24,34.8443,899.9,10003,48.5351,17536,24290.1,37146.8,114051,25756.8,,,,,,,4534,4149,1.25941e+06
191,2,"uniform,uniform,skewed",1,200,,,298512,1488,24,34.7748,2857.49,321958,65.5335,19432,24618.2,67304.7,121707,26127.9,,,,,,,1894,1712,2.63441e+06
192,2,"uniform,uniform,skewed",1,200,,,298447,1553,24,34.6423,4348.33,347420,90.4188,17256,27140.6,39007.2,109629,27111.4,,,,,,,2004,1766,2.31955e+06
193,2,"uniform,uniform,skewed",1,200,,,298480,1520,23,33.9216,4085.44,297585,85.4062,18122,27050,81502.7,141896,27400,,,,,,,1933,1691,2.40155e+06
194,2,"uniform,uniform,skewed",1,200,,,298434,1566,24,34.4747,953.85,11180,49.3215,17766,26179.7,52401.6,125003,26787.9,,,,,,,2012,1836,2.54504e+06
195,2,"uniform,uniform,skewed",1,200,,,298409,1591,24,34.5371,917.925,9876,49.6542,18889,25927.8,42230.4,123685,27524.2,,,,,,,2044,1858,2.45307e+06
196,2,"uniform,uniform,skewed",1,800,,,299995,5,24,33.3813,916.477,10203,44.9522,30175,68124.1,100124,104485,63683.8,,,,,,,10,8,2.0503e+07
197,2,"uniform,uniform,skewed",1,800,,,299989,11,24,32.3354,879.254,9718,43.9906,25862,32364.3,91299.8,106982,46536.6,,,,,,,14,10,2.09584e+07
198,2,"uniform,uniform,skewed",1,800,,,299979,21,24,33.3773,899.508,9809,44.4668,22595,32398.6,93894.1,112003,39525.3,,,,,,,31,31,1.89986e+07
199,2,"uniform,uniform,skewed",1,800,,,299987,13,24,32.7871,888.637,20895,55.9598,23390,34348.5,106133,117776,48205.6,,,,,,,18,16,1.62805e+07
200,2,"uniform,uniform,skewed",1,800,,,299984,16,23,33.4746,885.311,11021,45.8998,20200,28311.6,101488,123066,43242.7,,,,,,,17,15,1.97971e+07
201,2,"uniform,uniform,skewed",1,1600,,,300000,0,24,31.9117,958.417,10266,46.3295,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.15845e+07
202,2,"uniform,uniform,skewed",1,1600,,,300000,0,23,34.2541,908.149,10145,46.6504,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.14361e+07
203,2,"uniform,uniform,skewed",1,1600,,,300000,0,24,32.7815,4531.14,293972,95.1483,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.05099e+07
204,2,"uniform,uniform,skewed",1,1600,,,300000,0,24,32.8927,1015.21,14618,45.918,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.1778e+07
205,2,"uniform,uniform,skewed",1,1600,,,300000,0,24,32.867,912.894,10262,46.2517,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.16208e+07
206,2,"uniform,uniform,skewed",1,6400,,,300000,0,23,33.9845,4075.81,36543,92.4333,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.08186e+07
207,2,"uniform,uniform,skewed",1,6400,,,300000,0,23,32.6756,4567.14,363286,92.4626,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.08152e+07
208,2,"uniform,uniform,skewed",1,6400,,,300000,0,24,31.6861,4588.98,388508,98.5963,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.01424e+07
209,2,"uniform,uniform,skewed",1,6400,,,300000,0,24,33.8879,859.419,10106,44.6033,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.24199e+07
210,2,"uniform,uniform,skewed",1,6400,,,300000,0,23,33.1121,874.552,73513,46.4774,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.15159e+07
211,2,"uniform,uniform,skewed",4,10,,,165537,134463,24,37.2941,3579.02,11941,103.97,17245,24578.9,39772.5,260418,25688.4,,,,,,,23658,21663,250959
212,2,"uniform,uniform,skewed",4,10,,,164354,135646,24,38.0909,5585.51,46770,126.898,19162,25064.1,38351.8,429783,25579.4,,,,,,,26156,23990,227140
213,2,"uniform,uniform,skewed",4,10,,,164200,135800,24,36.2909,4394.86,80150,128.002,17516,24805.7,41453.6,516587,26098.3,,,,,,,23785,21891,243810
214,2,"uniform,uniform,skewed",4,10,,,169510,130490,24,37.2725,2785.52,24043,105.794,18441,25411.2,40706.6,3146351,26188.6,,,,,,,23721,20846,250232
215,2,"uniform,uniform,skewed",4,10,,,163429,136571,24,37.0421,1105.56,28335,110.358,17662,24908.2,37568.4,355251,25966.1,,,,,,,24375,22844,238246
216,2,"uniform,uniform,skewed",4,100,,,293803,6197,24,35.2708,984.8,11614,52.3742,17937,23835.1,33579.2,118099,25755.7,,,,,,,4616,3663,1.31037e+06
217,2,"uniform,uniform,skewed",4,100,,,291902,8098,23,35.9792,4743.47,1912452,99.9198,17699,24247.5,41143.5,129680,25124.8,,,,,,,5312,4929,1.04428e+06
218,2,"uniform,uniform,skewed",4,100,,,293773,6227,23,34.8676,949.415,21564,53.6807,17829,24561.6,36688.8,1350380,26274,,,,,,,6172,3724,1.08652e+06
219,2,"uniform,uniform,skewed",4,100,,,294093,5907,25,35.0113,860.493,10579,50.5211,17791,24265.1,38929.4,116643,25547.5,,,,,,,3592,3254,1.5785e+06
220,2,"uniform,uniform,skewed",4,100,,,294155,5845,24,34.6301,783.539,8612,49.3157,17707,24483.9,34191.1,204206,25802.7,,,,,,,3508,3153,1.60714e+06
221,2,"uniform,uniform,skewed",4,200,,,297634,2366,24,31.9182,1024.36,32375,55.8282,18299,24939.1,76499,606230,26782.3,,,,,,,1721,1582,2.85143e+06
222,2,"uniform,uniform,skewed",4,200,,,297957,2043,23,33.0339,780.014,7865,44.707,18174,26254.9,34457.1,117743,26868.2,,,,,,,1236,1079,3.96762e+06
223,2,"uniform,uniform,skewed",4,200,,,297705,2295,23,34.617,918.204,18751,52.1419,17907,26294.4,35755,124421,27167.1,,,,,,,1782,1630,2.76914e+06
224,2,"uniform,uniform,skewed",4,200,,,297546,2454,24,34.6894,904.448,19146,52.8476,18304,25678.9,37290.4,2071530,27762.5,,,,,,,1883,1729,2.58326e+06
225,2,"uniform,uniform,skewed",4,200,,,297773,2227,24,34.8708,1029.6,19649,52.0624,17838,25851.2,42125.7,108357,26536.3,,,,,,,2009,1723,2.61661e+06
226,2,"uniform,uniform,skewed",4,800,,,299964,36,24,32.0188,904.084,13886,45.1904,24540,31779.8,93713.2,111011,43211.3,,,,,,,25,16,1.9571e+07
227,2,"uniform,uniform,skewed",4,800,,,299967,33,24,34.4511,842.684,10092,50.1311,20636,51274.2,99165,110992,51694.5,,,,,,,20,15,1.78056e+07
228,2,"uniform,uniform,skewed",4,800,,,299995,5,25,33.5857,4103.57,56220,93.8394,22127,76395.2,104065,119496,61748.4,,,,,,,8,5,1.03611e+07
229,2,"uniform,uniform,skewed",4,800,,,299971,29,24,34.1221,947.971,17426,46.1148,21687,28547.4,103556,116332,44455.6,,,,,,,23,15,1.93252e+07
230,2,"uniform,uniform,skewed",4,800,,,299964,36,24,34.1401,968.657,10196,47.9296,21919,31291.9,97598.8,109599,43253.4,,,,,,,21,15,1.88253e+07
231,2,"uniform,uniform,skewed",4,1600,,,300000,0,24,33.9781,887.811,11368,46.6008,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.14589e+07
232,2,"uniform,uniform,skewed",4,1600,,,300000,0,23,34.1056,4211.77,48499,95.5278,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.04682e+07
233,2,"uniform,uniform,skewed",4,1600,,,300000,0,24,32.7639,956.215,10193,44.7738,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.23345e+07
234,2,"uniform,uniform,skewed",4,1600,,,300000,0,24,32.3239,919.172,10824,46.7786,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.13773e+07
235,2,"uniform,uniform,skewed",4,1600,,,300000,0,23,34.433,905.303,1274649,50.4677,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.98147e+07
236,2,"uniform,uniform,skewed",4,6400,,,300000,0,24,33.362,938.104,10182,46.1965,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.16467e+07
237,2,"uniform,uniform,skewed",4,6400,,,300000,0,24,33.9433,942.53,11279,46.1792,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.16548e+07
238,2,"uniform,uniform,skewed",4,6400,,,300000,0,24,34.4052,917.332,9591,45.9797,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.17487e+07
239,2,"uniform,uniform,skewed",4,6400,,,300000,0,24,34.4925,956.259,14838,47.0146,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.127e+07
240,2,"uniform,uniform,skewed",4,6400,,,300000,0,24,33.1192,907.763,9993,44.3484,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.25487e+07
241,2,"uniform,uniform,skewed",8,10,,,159280,140720,24,37.3056,5615.52,38579,138.357,17998,24997.6,41101.1,2058203,25677.2,,,,,,,22367,20267,264032
242,2,"uniform,uniform,skewed",8,10,,,160345,139655,23,36.4699,2014.38,21614,106.374,17478,24988.8,39062.3,1635500,26053.4,,,,,,,22346,20303,262453
243,2,"uniform,uniform,skewed",8,10,,,159323,140677,25,36.8453,3808.64,21056,107.775,17605,24577.2,47269.4,399564,25639.3,,,,,,,20940,18505,287446
244,2,"uniform,uniform,skewed",8,10,,,159800,140200,24,36.8096,2117.97,23779,97.98,17466,23930.2,42249.5,323274,25290,,,,,,,21748,19217,281585
245,2,"uniform,uniform,skewed",8,10,,,162961,137039,24,36.7582,3526.32,69978,113.508,17641,24455.1,39096.6,1393795,25776,,,,,,,22449,20649,262021
246,2,"uniform,uniform,skewed",8,100,,,289030,10970,24,36.0936,4113.75,35214,97.1311,17675,24983.6,37726,128156,25972.2,,,,,,,3365,2846,1.57519e+06
247,2,"uniform,uniform,skewed",8,100,,,290230,9770,24,34.8607,4010.04,298503,84.8139,17396,27526.9,40548.6,203955,27306.3,,,,,,,2393,1972,2.07417e+06
248,2,"uniform,uniform,skewed",8,100,,,291416,8584,23,34.451,762.219,17733,57.252,17313,24353.4,92335.3,220247,25825,,,,,,,4348,1833,1.69684e+06
249,2,"uniform,uniform,skewed",8,100,,,290776,9224,24,34.9333,628.073,17688,57.7496,17591,25606.9,63948.1,106428,26787.9,,,,,,,2546,2012,2.15171e+06
250,2,"uniform,uniform,skewed",8,100,,,291395,8605,24,34.1365,703.369,16737,60.0706,17427,25924.1,56781.6,110079,26574.9,,,,,,,4322,1984,1.61636e+06
251,2,"uniform,uniform,skewed",8,200,,,295512,4488,24,34.2596,808.31,11740,49.9887,16757,29219.1,97732,192053,29405.3,,,,,,,1104,866,4.11381e+06
252,2,"uniform,uniform,skewed",8,200,,,295370,4630,24,34.5747,716.625,10201,51.2326,17800,27085.6,86252.7,260518,28222.9,,,,,,,1130,773,4.34292e+06
253,2,"uniform,uniform,skewed",8,200,,,295225,4775,24,35.8436,4278.52,36858,98.0005,19463,25494.9,90468.1,184110,26785.3,,,,,,,1481,1155,2.99982e+06
254,2,"uniform,uniform,skewed",8,200,,,295761,4239,24,33.538,830.608,13766,49.8926,17852,27164.5,75488.2,1362124,28232.4,,,,,,,1116,761,4.41436e+06
255,2,"uniform,uniform,skewed",8,200,,,295404,4596,24,34.5667,800.132,15591,57.0926,18421,28536.7,93678,126165,29435.1,,,,,,,1264,936,3.66368e+06
256,2,"uniform,uniform,skewed",8,800,,,299963,37,25,31.9509,856.61,9465,45.6703,24173,37850,94691,105554,58471.6,,,,,,,10,0,2.09999e+07
257,2,"uniform,uniform,skewed",8,800,,,299946,54,23,34.5028,847.576,9879,45.3435,26313,40018.3,86850.4,108675,53693.8,,,,,,,18,0,2.05909e+07
258,2,"uniform,uniform,skewed",8,800,,,299958,42,24,34.2104,903.875,9827,45.9827,21244,34580.3,105314,109173,53566.2,,,,,,,17,4,2.01076e+07
259,2,"uniform,uniform,skewed",8,800,,,299941,59,24,33.7359,931.741,10415,45.3308,22233,33657.9,99493.6,113890,48581.2,,,,,,,25,4,1.99892e+07
260,2,"uniform,uniform,skewed",8,800,,,299962,38,23,33.44,904.677,10385,46.0539,33441,84365,97429.4,108395,75837.4,,,,,,,14,0,2.01642e+07
261,2,"uniform,uniform,skewed",8,1600,,,300000,0,24,33.7803,890.457,10473,44.2172,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.26157e+07
262,2,"uniform,uniform,skewed",8,1600,,,300000,0,24,34.7648,937.796,12141,47.0243,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.12656e+07
263,2,"uniform,uniform,skewed",8,1600,,,300000,0,24,33.861,869.784,10821,44.6417,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.24006e+07
264,2,"uniform,uniform,skewed",8,1600,,,300000,0,24,34.0508,919.259,13004,46.8339,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.1352e+07
265,2,"uniform,uniform,skewed",8,1600,,,300000,0,24,34.2948,898.439,10738,45.228,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.21102e+07
266,2,"uniform,uniform,skewed",8,6400,,,300000,0,24,34.3685,4363.55,44101,95.8579,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.04321e+07
267,2,"uniform,uniform,skewed",8,6400,,,300000,0,24,33.4056,891.755,9910,45.6419,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.19097e+07
268,2,"uniform,uniform,skewed",8,6400,,,300000,0,23,35.0157,4177.82,53939,96.8025,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.03303e+07
269,2,"uniform,uniform,skewed",8,6400,,,300000,0,24,34.2347,976.18,10484,48.0929,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.07931e+07
270,2,"uniform,uniform,skewed",8,6400,,,300000,0,24,33.9313,920.615,9941,47.0299,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.12631e+07
271,2,"uniform,uniform,skewed",32,10,,,119185,180815,24,36.8853,5911.03,34840,140.9,19330,24829.5,37462,231860,25184.7,,,,,,,14671,12067,419195
272,2,"uniform,uniform,skewed",32,10,,,135797,164203,24,36.008,3680.52,15086,102.608,17670,24407.8,36493.3,1814099,25932.6,,,,,,,13656,11133,445352
273,2,"uniform,uniform,skewed",32,10,,,119890,180110,23,36.5373,4402.52,35130,104.728,17165,23963.5,37540.4,392406,25523.1,,,,,,,14110,11475,438322
274,2,"uniform,uniform,skewed",32,10,,,124551,175449,24,35.7755,4706.61,15884,119.98,16869,23726.3,41223.5,4160769,25675.7,,,,,,,11645,9094,527721
275,2,"uniform,uniform,skewed",32,10,,,125314,174686,24,36.0481,4054.01,40634,96.7064,17641,24330.9,45879.4,1895550,25781.4,,,,,,,11104,8369,564915
276,2,"uniform,uniform,skewed",32,100,,,276345,23655,24,34.6281,4790.4,47538,101.298,19901,28332.5,56566.2,117683,29764.7,,,,,,,2041,953,2.51036e+06
277,2,"uniform,uniform,skewed",32,100,,,285671,14329,23,34.8996,1084.81,16021,59.0492,19893,26402.1,82697.9,114509,28556.6,,,,,,,1463,384,4.25781e+06
278,2,"uniform,uniform,skewed",32,100,,,276547,23453,24,35.9182,5136,41568,114.02,19061,27930.8,68308.3,406831,29044.8,,,,,,,2043,936,2.48488e+06
279,2,"uniform,uniform,skewed",32,100,,,284213,15787,24,32.7768,2581.15,30676,68.9604,20121,27622.2,82439.8,125547,29202.6,,,,,,,1571,488,3.71212e+06
280,2,"uniform,uniform,skewed",32,100,,,286285,13715,24,35.5661,1695.25,22735,65.7497,18734,28631.6,78976.6,121306,29137.6,,,,,,,2145,484,3.11437e+06
281,2,"uniform,uniform,skewed",32,200,,,292693,7307,24,32.7502,999.522,27102,58.6506,21590,29229.5,94851.5,111191,30616.6,,,,,,,1025,15,6.06839e+06
282,2,"uniform,uniform,skewed",32,200,,,293654,6346,24,34.8475,953.966,29814,57.7602,21291,30358.3,101955,192468,32070.8,,,,,,,1008,13,5.99133e+06
283,2,"uniform,uniform,skewed",32,200,,,293562,6438,24,34.5095,882.528,20988,57.9201,21609,30461.5,97210.4,113690,31634,,,,,,,982,9,6.15696e+06
284,2,"uniform,uniform,skewed",32,200,,,293496,6504,24,34.3034,1120.17,22190,58.6308,20884,30991.5,100238,637435,32142.8,,,,,,,1060,14,5.75699e+06
285,2,"uniform,uniform,skewed",32,200,,,294009,5991,23,34.2074,1001.91,30038,59.8515,19705,27487.5,96996.1,170842,30357.1,,,,,,,1001,22,6.1211e+06
286,2,"uniform,uniform,skewed",32,800,,,299980,20,24,32.2585,4296.42,337166,94.4951,35983,96025,88583,107264,89712.1,,,,,,,8,0,1.03213e+07
287,2,"uniform,uniform,skewed",32,800,,,299984,16,23,32.3679,3997.53,48727,98.0604,29727,37415.8,103765,112723,57073.4,,,,,,,12,0,9.96579e+06
288,2,"uniform,uniform,skewed",32,800,,,299909,91,24,34.0721,829.342,23403,53.4615,22552,35009.9,103461,129076,49808.3,,,,,,,29,0,1.71596e+07
289,2,"uniform,uniform,skewed",32,800,,,299981,19,24,34.685,961.033,12771,47.6131,28788,79644.9,98413,119675,73757.9,,,,,,,15,0,1.94928e+07
290,2,"uniform,uniform,skewed",32,800,,,299975,25,24,32.393,4112.06,52367,93.7491,28993,56668.7,101874,116496,71813.2,,,,,,,12,0,1.03496e+07
291,2,"uniform,uniform,skewed",32,1600,,,300000,0,24,33.734,882.026,9710,45.0311,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.22069e+07
292,2,"uniform,uniform,skewed",32,1600,,,300000,0,24,34.1813,933.724,10362,46.2832,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.16061e+07
293,2,"uniform,uniform,skewed",32,1600,,,300000,0,24,35.3497,975.697,16395,48.4116,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.06562e+07
294,2,"uniform,uniform,skewed",32,1600,,,300000,0,23,34.0081,924.524,11943,46.4731,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.15178e+07
295,2,"uniform,uniform,skewed",32,1600,,,300000,0,23,33.4306,894.764,10295,45.7968,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.18356e+07
296,2,"uniform,uniform,skewed",32,6400,,,300000,0,24,32.3841,914.84,10168,44.6929,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.23749e+07
297,2,"uniform,uniform,skewed",32,6400,,,300000,0,24,34.1449,915.961,9771,46.214,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.16385e+07
298,2,"uniform,uniform,skewed",32,6400,,,300000,0,23,32.9158,934.55,10246,46.5864,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.14655e+07
299,2,"uniform,uniform,skewed",32,6400,,,300000,0,24,32.8781,880.84,10001,45.2875,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.20811e+07
300,2,"uniform,uniform,skewed",32,6400,,,300000,0,25,33.9309,950.479,9752,45.9753,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.17508e+07
301,2,"uniform,uniform,skewed",64,10,,,81796,218204,23,35.8638,6044.31,188052,126.912,19409,26402.6,44949.7,571212,27054.4,,,,,,,6536,2821,1.03015e+06
302,2,"uniform,uniform,skewed",64,10,,,81919,218081,25,35.9677,4472.96,71868,101.452,17272,25233,40712.2,351719,26496.9,,,,,,,6622,2972,1.05394e+06
303,2,"uniform,uniform,skewed",64,10,,,78950,221050,24,34.6245,4452.28,32877,102.266,17538,25552.9,46594.8,326924,27109.7,,,,,,,6256,2645,1.10301e+06
304,2,"uniform,uniform,skewed",64,10,,,80566,219434,24,33.8135,6252.46,92274,122.918,17905,26600,42495.4,373118,27356.4,,,,,,,6495,2807,1.02971e+06
305,2,"uniform,uniform,skewed",64,10,,,79634,220366,24,36.0508,4500.95,59933,103.707,17687,25631.5,41014,119289,26853.4,,,,,,,6410,2758,1.08185e+06
306,2,"uniform,uniform,skewed",64,100,,,282154,17846,23,34.3323,1617.11,17143,65.0087,18068,26666.6,80338.1,430243,28203.1,,,,,,,3112,81,2.73835e+06
307,2,"uniform,uniform,skewed",64,100,,,283227,16773,23,33.7754,1241.91,9878,58.3319,18428,29401.7,95947.6,1455004,31964.7,,,,,,,1540,11,4.47248e+06
308,2,"uniform,uniform,skewed",64,100,,,273692,26308,24,32.3817,4457.17,356562,95.289,20616,27912.7,98067.1,346371,29769,,,,,,,1641,11,3.85777e+06
309,2,"uniform,uniform,skewed",64,100,,,281659,18341,24,34.1158,1309.04,10534,61.5191,21796,28143.7,96370.8,122123,30666.5,,,,,,,1469,12,4.69683e+06
310,2,"uniform,uniform,skewed",64,100,,,265215,34785,24,34.2231,5109.44,55931,103.685,20925,28444.3,78787.6,115578,29626.3,,,,,,,1878,13,3.44318e+06
311,2,"uniform,uniform,skewed",64,200,,,293434,6566,24,34.7064,4372.39,38062,97.6476,19745,27837.7,98518.9,131970,30761.7,,,,,,,1002,0,4.99022e+06
312,2,"uniform,uniform,skewed",64,200,,,293278,6722,24,34.9599,943.294,25812,58.3868,21167,32417.3,92805.5,155264,33246.5,,,,,,,1015,0,5.85237e+06
313,2,"uniform,uniform,skewed",64,200,,,293577,6423,24,35.2105,874.391,12200,56.5191,21458,30066,81808.6,116229,30400.6,,,,,,,1064,0,6.08495e+06
314,2,"uniform,uniform,skewed",64,200,,,293140,6860,24,34.9219,4274.89,36424,93.6765,20835,27733,97148.4,115997,30798.4,,,,,,,1024,0,5.03014e+06
315,2,"uniform,uniform,skewed",64,200,,,293570,6430,24,33.7202,938.244,15638,58.3978,20975,27686.7,94447.3,122598,30390.7,,,,,,,1003,1,6.24589e+06
316,2,"uniform,uniform,skewed",64,800,,,299982,18,23,32.891,911.503,10682,45.7281,24921,35428,106216,119788,62511.9,,,,,,,14,0,2.0557e+07
317,2,"uniform,uniform,skewed",64,800,,,299949,51,24,34.258,903.94,28003,46.0953,31467,49874.4,92501.4,103261,65273.8,,,,,,,16,0,2.01708e+07
318,2,"uniform,uniform,skewed",64,800,,,299978,22,24,34.2572,4216.02,36411,94.0304,24282,32089.5,110922,120834,53629.2,,,,,,,20,0,1.02453e+07
319,2,"uniform,uniform,skewed",64,800,,,299983,17,23,34.9769,4147.28,58197,94.7672,26889,95450,102778,108479,67665.2,,,,,,,10,0,1.03069e+07
320,2,"uniform,uniform,skewed",64,800,,,299906,94,24,34.0836,908.315,10420,46.0934,23552,44111.8,93216.5,112397,58639.2,,,,,,,29,0,1.93192e+07
321,2,"uniform,uniform,skewed",64,1600,,,300000,0,24,34.6759,923.117,10047,47.2368,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.11699e+07
322,2,"uniform,uniform,skewed",64,1600,,,300000,0,24,34.1168,930.036,10212,45.9047,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.17843e+07
323,2,"uniform,uniform,skewed",64,1600,,,300000,0,24,33.6382,904.504,9902,45.0778,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.21838e+07
324,2,"uniform,uniform,skewed",64,1600,,,300000,0,24,34.8854,891.952,9774,46.1996,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.16452e+07
325,2,"uniform,uniform,skewed",64,1600,,,300000,0,23,32.8783,885.72,10035,44.2493,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.25992e+07
326,2,"uniform,uniform,skewed",64,6400,,,300000,0,24,34.2934,898.446,9572,45.7286,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.18681e+07
327,2,"uniform,uniform,skewed",64,6400,,,300000,0,24,34.0127,921.488,10129,44.9742,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.2235e+07
328,2,"uniform,uniform,skewed",64,6400,,,300000,0,24,33.0379,4090.73,48121,92.4564,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.08159e+07
329,2,"uniform,uniform,skewed",64,6400,,,300000,0,24,34.6965,895.201,10196,47.106,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.12287e+07
330,2,"uniform,uniform,skewed",64,6400,,,300000,0,24,32.8578,4327.06,333877,92.6817,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.07896e+07
331,2,"uniform,uniform,skewed",128,10,,,57138,242862,24,34.9611,4475.82,64701,106.12,19215,26674.1,80349.4,552572,28211.5,,,,,,,4763,414,1.68647e+06
332,2,"uniform,uniform,skewed",128,10,,,54433,245567,24,35.4815,5284.99,92513,110.674,19823,26399.1,54468.4,111534,27745.5,,,,,,,4824,469,1.66612e+06
333,2,"uniform,uniform,skewed",128,10,,,77280,222720,24,34.7607,4759,128428,109.856,20323,26130.6,56453,104326,27622.2,,,,,,,4599,244,1.7993e+06
334,2,"uniform,uniform,skewed",128,10,,,54154,245846,24,35.159,4868.82,63084,111.385,18285,26537.8,56142.1,239394,27759.3,,,,,,,4736,393,1.70655e+06
335,2,"uniform,uniform,skewed",128,10,,,52560,247440,24,34.879,4704.25,242378,111.116,20003,26252.3,72952.1,2337944,28097.9,,,,,,,4896,413,1.64378e+06
336,2,"uniform,uniform,skewed",128,100,,,280924,19076,24,34.719,1454.14,10101,64.1143,21611,29982.9,101841,115219,31000.7,,,,,,,1464,0,4.64257e+06
337,2,"uniform,uniform,skewed",128,100,,,281503,18497,24,34.8477,2238.96,51967,64.6834,20261,25624.1,81958.9,125913,27498.8,,,,,,,3110,0,2.85915e+06
338,2,"uniform,uniform,skewed",128,100,,,269944,30056,24,35.5539,5003.8,46470,105.057,20937,29589.4,104604,591342,31522.9,,,,,,,1780,0,3.42357e+06
339,2,"uniform,uniform,skewed",128,100,,,280694,19306,24,34.9152,1543.46,20595,65.781,21059,26791.6,86759.1,121169,28046.6,,,,,,,3105,0,2.80849e+06
340,2,"uniform,uniform,skewed",128,100,,,265900,34100,24,35.7019,5085.82,36945,105.047,20336,28025.1,91731.8,148503,29409.3,,,,,,,1852,0,3.48918e+06
341,2,"uniform,uniform,skewed",128,200,,,293539,6461,24,34.3847,1017.09,14293,58.4789,20895,28291,95181.7,114026,30428.7,,,,,,,1008,0,6.22203e+06
