ExperimentID,Tier,Pattern,HotAccessCount,ColdAccessInterval,NUMALocalAccess,NUMARemoteAccess,DRAMAccess,PMEMAccess,MinLatency,P50Latency,P99Latency,MaxLatency,MeanLatency,MigrationMinLatency,MigrationP50Latency,MigrationP99Latency,MigrationMaxLatency,MigrationMeanLatency,LocalToRemote,RemoteToLocal,PMEMToRemote,RemoteToPMEM,LocalToPMEM,PMEMToLocal,DRAMToPMEM,PMEMToDRAM,Throughput
342,2,"uniform,uniform,skewed",128,200,,,293798,6202,24,34.3711,1412,18118,58.6553,21388,30106.8,95341.2,1469509,32962.5,,,,,,,938,0,6.1836e+06
343,2,"uniform,uniform,skewed",128,200,,,293673,6327,23,34.9541,797.764,22216,61.836,20589,27038.7,94904.7,114184,29336.6,,,,,,,1016,0,6.20388e+06
344,2,"uniform,uniform,skewed",128,200,,,293256,6744,23,34.7389,1109.94,21571,59.413,21268,28650.2,91490.6,106836,30154.8,,,,,,,1048,0,6.06967e+06
345,2,"uniform,uniform,skewed",128,200,,,293457,6543,24,34.6906,4830.24,69610,101.176,20905,27530.3,95728.9,117283,29987.2,,,,,,,1052,0,4.84659e+06
346,2,"uniform,uniform,skewed",128,800,,,299996,4,24,34.2605,4927.73,328787,96.4875,22458,28524.7,96301,113377,46920.9,,,,,,,23,0,9.99153e+06
347,2,"uniform,uniform,skewed",128,800,,,299965,35,24,34.9331,943.862,16621,47.0864,27839,87329,96650,113217,71264.2,,,,,,,11,0,2.0121e+07
348,2,"uniform,uniform,skewed",128,800,,,299974,26,24,32.7361,4063.54,61854,92.5676,24033,44578.5,102187,110606,60828.1,,,,,,,13,0,1.05038e+07
349,2,"uniform,uniform,skewed",128,800,,,299965,35,24,33.7671,845.43,11944,44.2122,25517,40054.9,92003.6,100346,55899.8,,,,,,,13,0,2.14434e+07
350,2,"uniform,uniform,skewed",128,800,,,299973,27,24,33.2861,951.702,10162,45.5851,27624,86286,98793,125653,71112.2,,,,,,,12,0,2.06485e+07
351,2,"uniform,uniform,skewed",128,1600,,,300000,0,23,34.9336,879.933,10020,46.573,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.14717e+07
352,2,"uniform,uniform,skewed",128,1600,,,300000,0,23,33.5857,928.563,10086,46.4606,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.15236e+07
353,2,"uniform,uniform,skewed",128,1600,,,300000,0,24,34.6784,882.665,1287736,50.7875,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.96899e+07
354,2,"uniform,uniform,skewed",128,1600,,,300000,0,23,33.1807,4147.39,60218,91.5794,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.09195e+07
355,2,"uniform,uniform,skewed",128,1600,,,300000,0,23,32.6069,880.407,1243600,48.1908,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.07508e+07
356,2,"uniform,uniform,skewed",128,6400,,,300000,0,24,34.3385,903.003,14163,45.9331,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.17708e+07
357,2,"uniform,uniform,skewed",128,6400,,,300000,0,24,34.3098,872.939,9896,45.23,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.21092e+07
358,2,"uniform,uniform,skewed",128,6400,,,300000,0,24,34.4098,886.93,10361,47.9059,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.08743e+07
359,2,"uniform,uniform,skewed",128,6400,,,300000,0,24,33.4956,871.219,10378,45.315,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.20677e+07
360,2,"uniform,uniform,skewed",128,6400,,,300000,0,24,33.9319,906.346,10201,45.6186,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.19209e+07
361,2,"skewed,skewed,skewed",1,10,,,203830,96170,24,28.5551,3684.67,46520,91.3579,17386,25332.5,40289.6,386790,26530.2,,,,,,,25603,24262,222167
362,2,"skewed,skewed,skewed",1,10,,,206251,93749,24,30.2896,3988.29,142680,90.7073,17517,24640.8,39166.2,1600083,26113.8,,,,,,,25328,24063,227791
363,2,"skewed,skewed,skewed",1,10,,,205205,94795,24,28.9762,5841.23,61350,109.949,19390,25760.6,39322.1,1949357,26373,,,,,,,25316,24044,224760
364,2,"skewed,skewed,skewed",1,10,,,204805,95195,24,28.9675,4387.56,53904,103.821,19895,26086.9,38798.7,243682,26759.8,,,,,,,25104,21412,235127
365,2,"skewed,skewed,skewed",1,10,,,202581,97419,24,28.899,5502.84,31976,122.099,19539,25853.1,38398.3,203380,26471.1,,,,,,,27325,25257,210006
366,2,"skewed,skewed,skewed",1,100,,,287962,12038,23,28,948.837,23442,58.4421,17588,23810.4,40162.6,1760114,25389.1,,,,,,,16435,14018,379407
367,2,"skewed,skewed,skewed",1,100,,,287833,12167,24,28,994.958,17318,55.014,17812,23548.3,39238.2,242838,25264.6,,,,,,,16327,14020,383039
368,2,"skewed,skewed,skewed",1,100,,,287961,12039,23,28.1271,3825.55,32429,84.6717,19099,23941.2,38544.8,1908261,24713.5,,,,,,,15123,13901,403940
369,2,"skewed,skewed,skewed",1,100,,,288015,11985,23,28.3742,896.962,12831,56.7749,17607,24005.8,38420,404066,25616.2,,,,,,,16018,14752,372559
370,2,"skewed,skewed,skewed",1,100,,,287901,12099,23,28.6713,576.052,17240,62.026,17346,23475.1,37830.4,1343308,25054.1,,,,,,,16051,13909,390000
371,2,"skewed,skewed,skewed",1,200,,,295324,4676,24,28.1477,936.661,10998,49.2398,17465,24208.7,39375.9,1375391,25770,,,,,,,8246,6576,756173
372,2,"skewed,skewed,skewed",1,200,,,295222,4778,24,28,493.693,18325,51.2749,17522,23774.8,38235,1394853,25551.6,,,,,,,7147,6457,826478
373,2,"skewed,skewed,skewed",1,200,,,294915,5085,23,28.9001,1014,11807,49.509,17964,24536,36623,1371478,26102.7,,,,,,,8275,6845,732555
374,2,"skewed,skewed,skewed",1,200,,,294598,5402,24,28.0001,3912.9,39368,79.1503,19246,24272.7,41457.5,212250,24750.3,,,,,,,8278,7702,715556
375,2,"skewed,skewed,skewed",1,200,,,295060,4940,24,28,723.472,24692,52.0962,17772,23807.1,40846.6,116159,25288.2,,,,,,,7325,6697,810329
376,2,"skewed,skewed,skewed",1,800,,,299967,33,24,28,886.164,11774,42.0872,23450,33346.5,95141,105147,37437.9,,,,,,,57,52,1.79567e+07
377,2,"skewed,skewed,skewed",1,800,,,299939,61,23,28.0125,3802.89,254098,84.3636,22371,32183.4,103648,169437,34200.4,,,,,,,127,114,8.9415e+06
378,2,"skewed,skewed,skewed",1,800,,,299977,23,24,28,981.807,10553,42.3183,21934,31187.1,101281,109295,38554.9,,,,,,,79,48,1.70532e+07
379,2,"skewed,skewed,skewed",1,800,,,299959,41,24,28.5526,879.511,9974,42.2013,18590,28945.4,96918.2,105159,33951.8,,,,,,,84,68,1.6834e+07
380,2,"skewed,skewed,skewed",1,800,,,299980,20,24,30.9514,964.619,10545,43.9646,27997,32368.6,104334,122462,38164.3,,,,,,,57,44,1.76015e+07
381,2,"skewed,skewed,skewed",1,1600,,,300000,0,23,28,882.216,10026,40.9381,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.44271e+07
382,2,"skewed,skewed,skewed",1,1600,,,300000,0,23,28,884.441,9594,42.4335,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.35663e+07
383,2,"skewed,skewed,skewed",1,1600,,,300000,0,23,28.199,906.591,10236,43.3616,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.30619e+07
384,2,"skewed,skewed,skewed",1,1600,,,300000,0,24,28,975.228,1767898,49.4856,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.02079e+07
385,2,"skewed,skewed,skewed",1,1600,,,300000,0,24,28,885.369,10085,43.0645,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.3221e+07
386,2,"skewed,skewed,skewed",1,6400,,,300000,0,24,28,925.286,10409,41.4437,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.41291e+07
387,2,"skewed,skewed,skewed",1,6400,,,300000,0,23,28,932.855,12336,43.4291,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.3026e+07
388,2,"skewed,skewed,skewed",1,6400,,,300000,0,23,28,939.698,11739,42.8493,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.33376e+07
389,2,"skewed,skewed,skewed",1,6400,,,300000,0,24,28,4263.39,378761,91.9992,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.08697e+07
390,2,"skewed,skewed,skewed",1,6400,,,300000,0,24,28,4047,338832,91.0662,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.0981e+07
391,2,"skewed,skewed,skewed",4,10,,,199853,100147,24,28.0662,2606.71,52391,86.2794,17080,24080.5,38334.7,319869,25361.9,,,,,,,21740,19760,278189
392,2,"skewed,skewed,skewed",4,10,,,200643,99357,24,30.978,4279.28,86402,103.259,17613,24277.4,39026.7,1106102,25487.5,,,,,,,22112,20093,271082
393,2,"skewed,skewed,skewed",4,10,,,198920,101080,23,28.7748,2868.38,36494,97.2462,17703,24768.9,40276.1,1384169,26139.1,,,,,,,22284,20198,263247
394,2,"skewed,skewed,skewed",4,10,,,200030,99970,24,30.0444,4759.71,49483,110.654,17983,24994.6,45107.6,1462403,25749.3,,,,,,,22164,20077,267649
395,2,"skewed,skewed,skewed",4,10,,,200229,99771,23,28.0636,3899.07,149661,94.4481,17415,24171.5,46734.2,302462,25255.7,,,,,,,22511,20505,269122
396,2,"skewed,skewed,skewed",4,100,,,284629,15371,24,28.8373,639.454,29183,62.9987,17418,23954.1,37588.6,359869,25451.6,,,,,,,14011,12355,434810
397,2,"skewed,skewed,skewed",4,100,,,285434,14566,24,29.0345,4143.86,32435,89.9951,17760,24301.1,40307.5,1860265,25126.7,,,,,,,11598,10388,517747
398,2,"skewed,skewed,skewed",4,100,,,285771,14229,23,28,457.659,12966,57.3137,17502,23749.9,38782.2,230755,25277.8,,,,,,,10431,9306,581281
399,2,"skewed,skewed,skewed",4,100,,,285337,14663,24,35.0569,2400.28,35196,75.0574,17636,24162.8,45380.9,1861627,25013.7,,,,,,,11572,10425,523794
400,2,"skewed,skewed,skewed",4,100,,,285593,14407,23,28,575.422,21540,57.2547,17675,23900.6,37115.7,235766,25291.4,,,,,,,11037,9574,557146
401,2,"skewed,skewed,skewed",4,200,,,292707,7293,24,28,813.262,12627,58.7446,17608,24482.8,37606,594222,25838.2,,,,,,,6084,5277,964099
402,2,"skewed,skewed,skewed",4,200,,,292876,7124,24,28.3051,841.502,21191,57.026,17738,24651.6,39714.6,122900,26089.2,,,,,,,6168,5396,941017
403,2,"skewed,skewed,skewed",4,200,,,292944,7056,24,28.3582,2387.04,372182,63.8535,17428,24873.8,45700.1,631742,25667.7,,,,,,,5564,5055,1.02838e+06
404,2,"skewed,skewed,skewed",4,200,,,293400,6600,24,28,915.137,16582,47.0145,17771,24061.6,37623.2,113388,25514.5,,,,,,,5690,4927,1.05266e+06
405,2,"skewed,skewed,skewed",4,200,,,292824,7176,23,28,4217.62,42482,92.4725,19111,24694.4,43907.9,407149,25003.9,,,,,,,6028,5330,962352
406,2,"skewed,skewed,skewed",4,800,,,299878,122,23,28,828.79,10324,40.8124,20811,30768,100553,110712,38180.1,,,,,,,81,51,1.73576e+07
407,2,"skewed,skewed,skewed",4,800,,,299910,90,24,28,909.106,12052,42.8681,22981,30645.5,105473,119655,46873.7,,,,,,,61,32,1.74219e+07
408,2,"skewed,skewed,skewed",4,800,,,299887,113,24,28,969.616,9965,45.0262,18431,31859.1,99314.3,105537,39498.9,,,,,,,83,51,1.59568e+07
409,2,"skewed,skewed,skewed",4,800,,,299916,84,24,28,888.472,10089,42.1513,20448,33192.9,112459,131149,41442,,,,,,,62,40,1.77804e+07
410,2,"skewed,skewed,skewed",4,800,,,299774,226,23,28.7764,4137.78,40536,84.6989,20211,30660.8,102843,118502,33454.2,,,,,,,134,72,9.28757e+06
411,2,"skewed,skewed,skewed",4,1600,,,300000,0,23,28,919.123,73689,43.5935,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.29392e+07
412,2,"skewed,skewed,skewed",4,1600,,,300000,0,24,28,4076.83,356390,90.3152,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.10723e+07
413,2,"skewed,skewed,skewed",4,1600,,,300000,0,23,28,963.751,28530,42.7722,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.33797e+07
414,2,"skewed,skewed,skewed",4,1600,,,300000,0,24,28,1090.98,1196964,48.7522,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.05119e+07
415,2,"skewed,skewed,skewed",4,1600,,,300000,0,24,28.7646,926.783,10045,41.9527,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.38364e+07
416,2,"skewed,skewed,skewed",4,6400,,,300000,0,24,28.2792,935.902,10155,42.4476,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.35585e+07
417,2,"skewed,skewed,skewed",4,6400,,,300000,0,23,28.0064,3966.69,35571,89.7497,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.11421e+07
418,2,"skewed,skewed,skewed",4,6400,,,300000,0,23,27.9999,881.03,10110,41.2616,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.42356e+07
419,2,"skewed,skewed,skewed",4,6400,,,300000,0,24,28,867.426,10445,41.3099,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.42072e+07
420,2,"skewed,skewed,skewed",4,6400,,,300000,0,24,28.0019,3939.75,43195,87.1773,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.14709e+07
421,2,"skewed,skewed,skewed",8,10,,,192912,107088,24,28.5865,4328.58,25865,102.081,17423,23700.8,39422,175165,25184.7,,,,,,,15182,12627,410406
422,2,"skewed,skewed,skewed",8,10,,,191950,108050,23,28.1845,4563.38,54483,111.394,17453,24493.2,39635,1429738,25723.7,,,,,,,14613,12162,415414
423,2,"skewed,skewed,skewed",8,10,,,192467,107533,24,28.7437,4153.43,22255,102.17,17651,24525.2,40148.9,203687,25832.2,,,,,,,14690,12149,414387
424,2,"skewed,skewed,skewed",8,10,,,192775,107225,23,28.9447,5265.9,48080,129.097,17755,24622.3,46277.9,557204,25871.8,,,,,,,15997,13521,373872
425,2,"skewed,skewed,skewed",8,10,,,197199,102801,24,28.9489,5503.06,51444,119.918,19072,24728.2,34990.5,256597,25078.2,,,,,,,15479,12790,402733
426,2,"skewed,skewed,skewed",8,100,,,280224,19776,24,28.1287,1951.47,87720,68.1637,17452,24453.7,38029.4,621661,25726.8,,,,,,,6526,4859,957401
427,2,"skewed,skewed,skewed",8,100,,,278659,21341,24,28.9183,4740.7,57427,97.5583,19193,24887.9,34215.3,111271,25347.7,,,,,,,7128,5432,862975
428,2,"skewed,skewed,skewed",8,100,,,279793,20207,23,28,2067.62,20908,69.5537,17271,24281.3,38987.9,111052,25568.6,,,,,,,6300,4646,997540
429,2,"skewed,skewed,skewed",8,100,,,280246,19754,24,28,2177.55,25036,70.3598,17352,23979.3,37449.1,1481552,25781.7,,,,,,,6145,4418,1.02235e+06
430,2,"skewed,skewed,skewed",8,100,,,280878,19122,24,28,1366.55,11608,59.5079,17680,24197.6,37917,125121,25544.1,,,,,,,5224,3653,1.22646e+06
431,2,"skewed,skewed,skewed",8,200,,,288271,11729,24,27.9999,1527.41,22440,59.7642,17757,26081.6,42280.8,148261,27230.3,,,,,,,3202,1987,1.8841e+06
432,2,"skewed,skewed,skewed",8,200,,,287408,12592,24,28,4442.55,41325,90.6106,19275,25896.7,52868,662849,27075.9,,,,,,,3581,2281,1.61375e+06
433,2,"skewed,skewed,skewed",8,200,,,288049,11951,23,28,4748.59,72993,92.0285,19495,24965.5,34056.2,1378074,26597.5,,,,,,,3751,2618,1.52278e+06
434,2,"skewed,skewed,skewed",8,200,,,288130,11870,24,28.3692,1383.07,10025,58.924,17887,26553.4,36494.1,1666339,27599.1,,,,,,,3229,2026,1.84377e+06
435,2,"skewed,skewed,skewed",8,200,,,287654,12346,24,28.0001,2346.06,33171,66.7497,17011,25148.7,39530.3,1542905,26763.8,,,,,,,4353,2655,1.44519e+06
436,2,"skewed,skewed,skewed",8,800,,,299809,191,23,27.9998,1035.54,18129,45.1504,24369,31367.6,103553,110696,47059.1,,,,,,,99,9,1.61052e+07
437,2,"skewed,skewed,skewed",8,800,,,299871,129,24,28,895.016,16710,44.0113,20271,29821.6,104329,134128,44558.3,,,,,,,76,6,1.77966e+07
438,2,"skewed,skewed,skewed",8,800,,,299880,120,23,28,864.039,12531,42.3282,20998,33467.4,101092,129886,45240.7,,,,,,,70,2,1.8802e+07
439,2,"skewed,skewed,skewed",8,800,,,299836,164,23,28,878.141,14610,44.2696,23079,34077.7,100872,115207,43126.9,,,,,,,91,6,1.7178e+07
440,2,"skewed,skewed,skewed",8,800,,,299898,102,23,28,798.436,7534,40.1584,25535,36570.2,100793,110313,51534.7,,,,,,,52,2,2.02287e+07
441,2,"skewed,skewed,skewed",8,1600,,,300000,0,23,28,1000.64,10050,44.3158,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.25653e+07
442,2,"skewed,skewed,skewed",8,1600,,,300000,0,24,28.1201,3998.12,63659,86.6759,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.15372e+07
443,2,"skewed,skewed,skewed",8,1600,,,300000,0,23,28,883.786,9629,42.1464,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.37268e+07
444,2,"skewed,skewed,skewed",8,1600,,,300000,0,24,28.2156,965.586,10172,43.2483,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.31223e+07
445,2,"skewed,skewed,skewed",8,1600,,,300000,0,24,28.8127,967.42,15731,45.3689,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.20415e+07
446,2,"skewed,skewed,skewed",8,6400,,,300000,0,24,28,962.067,20743,43.263,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.31145e+07
447,2,"skewed,skewed,skewed",8,6400,,,300000,0,23,28,4005.52,319538,84.6748,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.18099e+07
448,2,"skewed,skewed,skewed",8,6400,,,300000,0,23,28,972.634,10223,42.2982,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.36416e+07
449,2,"skewed,skewed,skewed",8,6400,,,300000,0,23,28,921.703,11853,43.6888,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.28891e+07
450,2,"skewed,skewed,skewed",8,6400,,,300000,0,24,28,887.191,9196,40.6591,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.45947e+07
451,2,"skewed,skewed,skewed",32,10,,,194186,105814,24,28,5584.02,34364,117.227,19428,25440,38529.4,238818,26000.6,,,,,,,7998,4324,843768
452,2,"skewed,skewed,skewed",32,10,,,186430,113570,24,28,4259.53,21677,97.7716,17122,25161.8,40930.4,174868,26627.4,,,,,,,7861,4171,857847
453,2,"skewed,skewed,skewed",32,10,,,181897,118103,24,28,4413.79,190810,96.4634,17734,25217,39950.1,1468372,26957.5,,,,,,,8134,4411,817169
454,2,"skewed,skewed,skewed",32,10,,,202695,97305,24,28.9664,4612.97,185274,106.367,17578,24699.5,38538.7,232145,26170.2,,,,,,,7944,4360,847678
455,2,"skewed,skewed,skewed",32,10,,,185949,114051,24,28,4465.75,31610,99.6121,17715,25216.3,38137.4,1545495,26733.1,,,,,,,8001,4126,847277
456,2,"skewed,skewed,skewed",32,100,,,272837,27163,23,28,4409.7,92766,86.9434,19856,25789.7,89888.7,693975,27835.4,,,,,,,3858,126,2.19011e+06
457,2,"skewed,skewed,skewed",32,100,,,272514,27486,23,28.0182,3729.69,22514,82.0444,19373,26812.1,66782.9,117082,28679.9,,,,,,,3326,144,2.41677e+06
458,2,"skewed,skewed,skewed",32,100,,,272522,27478,23,28.0247,4489.62,1552628,89.1641,18525,27440.2,66707.6,124564,28837.7,,,,,,,3434,133,2.31458e+06
459,2,"skewed,skewed,skewed",32,100,,,272595,27405,24,28,4612.6,29696,88.4931,18411,26756.8,62153.5,106779,28599.9,,,,,,,3864,119,2.13582e+06
460,2,"skewed,skewed,skewed",32,100,,,273316,26684,24,28.8691,4064.34,16152,81.8527,19974,26620,73270,127969,28351.6,,,,,,,3259,108,2.49968e+06
461,2,"skewed,skewed,skewed",32,200,,,283902,16098,24,28,3480.71,28996,72.2475,20959,27104.1,79808.4,1479743,28955,,,,,,,2883,4,2.84989e+06
462,2,"skewed,skewed,skewed",32,200,,,282165,17835,23,28,5243.66,44822,109.756,19380,28083.9,70897.8,118523,29028,,,,,,,2901,12,2.55351e+06
463,2,"skewed,skewed,skewed",32,200,,,283752,16248,23,28,2876.2,92100,70.7268,20587,26409.2,60464,109773,28110.4,,,,,,,2760,3,3.03376e+06
464,2,"skewed,skewed,skewed",32,200,,,284405,15595,24,28,3554.69,70792,70.9044,21429,27773.5,66855.8,115743,28747.8,,,,,,,2709,2,3.02399e+06
465,2,"skewed,skewed,skewed",32,200,,,282821,17179,24,28,3807.63,98317,84.039,20637,26734.3,63652.9,129087,28516.8,,,,,,,2864,7,2.80156e+06
466,2,"skewed,skewed,skewed",32,800,,,299657,343,24,28,4003.78,304399,89.5841,21690,31391.9,99124.9,104548,38671.1,,,,,,,126,0,9.44948e+06
467,2,"skewed,skewed,skewed",32,800,,,299821,179,24,28.6273,854.099,9732,42.8146,24625,33914.2,98069.1,111055,45245.2,,,,,,,75,0,1.84754e+07
468,2,"skewed,skewed,skewed",32,800,,,299765,235,23,28,3743.6,263544,80.9017,22908,32760.7,117639,406287,43797.7,,,,,,,94,0,1.0568e+07
469,2,"skewed,skewed,skewed",32,800,,,299839,161,24,28.7443,1047.55,18590,45.4585,26103,35505.9,114408,137743,52941.1,,,,,,,65,0,1.75657e+07
470,2,"skewed,skewed,skewed",32,800,,,299874,126,23,28,861.849,10227,42.2981,24115,33648.1,93020.1,101702,41668.5,,,,,,,62,0,1.96427e+07
471,2,"skewed,skewed,skewed",32,1600,,,300000,0,23,28,907.438,9500,42.9946,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.32587e+07
472,2,"skewed,skewed,skewed",32,1600,,,300000,0,24,28.0061,949.664,12032,44.0486,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.27022e+07
473,2,"skewed,skewed,skewed",32,1600,,,300000,0,24,28,957.713,12823,42.2089,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.36917e+07
474,2,"skewed,skewed,skewed",32,1600,,,300000,0,24,28,4026.52,44261,88.4127,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.13106e+07
475,2,"skewed,skewed,skewed",32,1600,,,300000,0,24,28,899.381,10832,41.8207,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.39116e+07
476,2,"skewed,skewed,skewed",32,6400,,,300000,0,24,28,927.685,10070,42.9937,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.32592e+07
477,2,"skewed,skewed,skewed",32,6400,,,300000,0,23,28.4187,929.609,9875,42.8659,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.33286e+07
478,2,"skewed,skewed,skewed",32,6400,,,300000,0,23,28,3969.91,47051,89.6084,18446744073709551615,0,0,0,-nan,,,,,,,0,0,1.11597e+07
479,2,"skewed,skewed,skewed",32,6400,,,300000,0,24,28,895.493,10056,41.0677,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.435e+07
480,2,"skewed,skewed,skewed",32,6400,,,300000,0,23,27.9999,909.97,9969,42.5005,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.35291e+07
481,2,"skewed,skewed,skewed",64,10,,,185941,114059,23,28,5622.91,74150,118.052,18785,27646.3,45001,264155,28583,,,,,,,5316,1512,1.30106e+06
482,2,"skewed,skewed,skewed",64,10,,,166926,133074,24,28,6101.09,264792,129.39,19796,26925.2,49320.4,2132324,28255.8,,,,,,,6045,2183,1.10576e+06
483,2,"skewed,skewed,skewed",64,10,,,178924,121076,23,28,4594.33,27663,98.6467,17484,25494.3,42915.8,120593,27126.8,,,,,,,5631,1611,1.32716e+06
484,2,"skewed,skewed,skewed",64,10,,,185645,114355,23,28,4466.4,22957,99.614,17570,25870,43638.7,224159,27340.5,,,,,,,5604,1586,1.32472e+06
485,2,"skewed,skewed,skewed",64,10,,,172264,127736,24,28.0416,5630.39,25111,124.879,19155,26450.3,50020.2,2063307,27593.8,,,,,,,5893,2028,1.17172e+06
486,2,"skewed,skewed,skewed",64,100,,,272007,27993,23,28.0432,4133.33,47705,84.9473,20894,26884.3,81629.1,118399,28857.7,,,,,,,3262,14,2.49954e+06
487,2,"skewed,skewed,skewed",64,100,,,268512,31488,24,28,4590.31,89156,101.345,21145,27137.4,81309.4,382596,28738.9,,,,,,,3364,25,2.34742e+06
488,2,"skewed,skewed,skewed",64,100,,,271392,28608,24,28,4287.71,164235,85.9581,18962,26723.7,63516.3,114640,28555.5,,,,,,,3402,10,2.43469e+06
489,2,"skewed,skewed,skewed",64,100,,,273454,26546,24,28.1925,3688.78,16486,75.3097,19050,26921.9,75377.5,135101,28510.4,,,,,,,3188,7,2.6389e+06
490,2,"skewed,skewed,skewed",64,100,,,271439,28561,23,28.6926,4387.47,23082,89.5586,18277,26339.6,90546.4,215275,28320.4,,,,,,,3790,18,2.22698e+06
491,2,"skewed,skewed,skewed",64,200,,,283854,16146,24,28,3802.44,41307,76.1362,20705,27105.2,55490.2,104954,28742.1,,,,,,,2834,0,2.87643e+06
492,2,"skewed,skewed,skewed",64,200,,,283927,16073,24,28,3472.52,64792,72.1307,21601,27725.3,69383.5,304038,29541.6,,,,,,,2731,0,2.93205e+06
493,2,"skewed,skewed,skewed",64,200,,,282929,17071,24,28,3587.71,24054,72.2054,20978,27495.7,51722,198258,28953.3,,,,,,,3261,0,2.58446e+06
494,2,"skewed,skewed,skewed",64,200,,,282455,17545,24,28.8843,3899.06,23863,77.8708,21358,27158.9,69274.4,194990,28701.7,,,,,,,2910,0,2.8068e+06
495,2,"skewed,skewed,skewed",64,200,,,282752,17248,24,28.3682,5355.76,42416,108.011,20190,27811.6,81088.6,244928,29084.4,,,,,,,2913,0,2.56134e+06
496,2,"skewed,skewed,skewed",64,800,,,299819,181,24,28,878.962,17152,44.0339,23792,30911.3,105916,114116,42224.5,,,,,,,100,0,1.72091e+07
497,2,"skewed,skewed,skewed",64,800,,,299745,255,24,28,4014.73,51922,90.4828,22709,28844.3,96911.1,114735,34596.5,,,,,,,135,0,9.42941e+06
498,2,"skewed,skewed,skewed",64,800,,,299908,92,24,28.0615,954.711,14978,43.4031,22763,36258.4,97322.9,102992,50926.6,,,,,,,54,0,1.90223e+07
499,2,"skewed,skewed,skewed",64,800,,,299826,174,24,28.6532,941.531,24053,44.7159,21835,32668.4,104723,113575,45199,,,,,,,80,0,1.76152e+07
500,2,"skewed,skewed,skewed",64,800,,,299845,155,24,28,939.441,10712,43.5611,21542,35177.9,121649,194619,51962.2,,,,,,,78,0,1.75219e+07
501,2,"skewed,skewed,skewed",64,1600,,,300000,0,24,28,938.105,14385,44.4044,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.25203e+07
502,2,"skewed,skewed,skewed",64,1600,,,300000,0,24,28.1287,1001.69,38006,44.4562,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.24941e+07
503,2,"skewed,skewed,skewed",64,1600,,,300000,0,24,28,938.342,9954,42.8268,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.33498e+07
504,2,"skewed,skewed,skewed",64,1600,,,300000,0,24,28,911.753,12894,42.2789,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.36524e+07
505,2,"skewed,skewed,skewed",64,1600,,,300000,0,24,28,923.237,10408,43.3984,18446744073709551615,0,0,0,-nan,,,,,,,0,0,2.30423e+07
